"","x"
"K06019","pyrophosphatase PpaX [EC:3.6.1.1]"
"K06027","vesicle-fusing ATPase [EC:3.6.4.6]"
"K06030","mitofusin 2 [EC:3.6.5.-]"
"K06034","sulfopyruvate decarboxylase subunit alpha [EC:4.1.1.79]"
"K06035","cyanamide hydratase [EC:4.2.1.69]"
"K06041","arabinose-5-phosphate isomerase [EC:5.3.1.13]"
"K06042","precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]"
"K06044","(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15]"
"K06045","squalene-hopene/tetraprenyl-beta-curcumene cyclase [EC:5.4.99.17 4.2.1.129]"
"K06046","long-chain-fatty-acid---luciferin-component ligase [EC:6.2.1.19]"
"K06051","delta"
"K06052","jagged"
"K06053","recombining binding protein suppressor of hairless"
"K06054","hairy and enhancer of split 1"
"K06055","hairy and enhancer of split 5"
"K06056","pre T-cell antigen receptor alpha"
"K06057","numb"
"K06058","deltex [EC:2.3.2.27]"
"K06059","disintegrin and metalloproteinase domain-containing protein 17 [EC:3.4.24.86]"
"K06060","presenilin, other"
"K06061","mastermind"
"K06062","histone acetyltransferase [EC:2.3.1.48]"
"K06063","SNW domain-containing protein 1"
"K06064","hairless"
"K06065","nuclear receptor co-repressor 2"
"K06066","CBF1 interacting corepressor"
"K06067","histone deacetylase 1/2 [EC:3.5.1.98]"
"K06068","novel protein kinase C delta type [EC:2.7.11.13]"
"K06069","atypical protein kinase C iota type [EC:2.7.11.13]"
"K06070","protein kinase D [EC:2.7.11.13]"
"K06071","protein kinase N [EC:2.7.11.13]"
"K06073","vitamin B12 transport system permease protein"
"K06074","vitamin B12 transport system ATP-binding protein [EC:3.6.3.33]"
"K06079","copper homeostasis protein (lipoprotein)"
"K06080","RcsF protein"
"K06081","poliovirus receptor-related protein 1"
"K06082","FERM, RhoGEF and pleckstrin domain protein 2"
"K06083","WAS protein family, member 3"
"K06084","F-box protein 20"
"K06085","synovial sarcoma, X breakpoint 2 interacting protein"
"K06086","sorbin and SH3 domain containing 1"
"K06087","claudin"
"K06088","occludin"
"K06089","junctional adhesion molecule 1"
"K06090","crumbs 3"
"K06091","MAGUK p55 subfamily member 5"
"K06092","InaD-like protein"
"K06093","partitioning defective protein 6"
"K06094","lethal(2) giant larvae protein"
"K06095","multiple PDZ domain protein"
"K06097","tight junction protein 3"
"K06098","tight junction protein 2"
"K06099","cold shock domain protein A"
"K06100","symplekin"
"K06101","histone-lysine N-methyltransferase ASH1L [EC:2.1.1.43]"
"K06102","cingulin"
"K06104","angiomotin like"
"K06105","tight junction protein 4"
"K06106","cortactin"
"K06109","Ras-related protein Rab-13"
"K06112","membrane-associated guanylate kinase-related"
"K06114","spectrin alpha"
"K06116","glycerol 3-phosphatase 1 [EC:3.1.3.21]"
"K06117","glycerol 3-phosphatase 2 [EC:3.1.3.21]"
"K06118","UDP-sulfoquinovose synthase [EC:3.13.1.1]"
"K06119","sulfoquinovosyltransferase [EC:2.4.1.-]"
"K06120","glycerol dehydratase large subunit [EC:4.2.1.30]"
"K06121","glycerol dehydratase medium subunit [EC:4.2.1.30]"
"K06122","glycerol dehydratase small subunit [EC:4.2.1.30]"
"K06123","1-acylglycerone phosphate reductase [EC:1.1.1.101]"
"K06124","phosphoethanolamine/phosphocholine phosphatase [EC:3.1.3.75]"
"K06125","4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]"
"K06126","ubiquinone biosynthesis monooxygenase Coq6 [EC:1.14.13.-]"
"K06127","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.201]"
"K06128","lysophospholipase I [EC:3.1.1.5]"
"K06129","lysophospholipase III [EC:3.1.1.5]"
"K06130","lysophospholipase II [EC:3.1.1.5]"
"K06131","cardiolipin synthase A/B [EC:2.7.8.-]"
"K06132","cardiolipin synthase C [EC:2.7.8.-]"
"K06133","4'-phosphopantetheinyl transferase [EC:2.7.8.-]"
"K06134","ubiquinone biosynthesis monooxygenase Coq7 [EC:1.14.13.-]"
"K06151","gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]"
"K06152","gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3]"
"K06153","undecaprenyl-diphosphatase [EC:3.6.1.27]"
"K06159","putative ATP-binding cassette transporter"
"K06160","putative ATP-binding cassette transporter"
"K06161","putative ATP-binding cassette transporter"
"K06162","alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [EC:3.6.1.63]"
"K06163","alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase [EC:4.7.1.1]"
"K06164","alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI [EC:2.7.8.37]"
"K06165","alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH [EC:2.7.8.37]"
"K06166","alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG [EC:2.7.8.37]"
"K06167","phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]"
"K06170","presenilin enhancer 2"
"K06171","nicastrin"
"K06172","gamma-secretase subunit APH-1A"
"K06187","recombination protein RecR"
"K06204","DnaK suppressor protein"
"K06208","chorismate mutase [EC:5.4.99.5]"
"K06209","chorismate mutase [EC:5.4.99.5]"
"K06210","nicotinamide mononucleotide adenylyltransferase [EC:2.7.7.1 2.7.7.18]"
"K06211","HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]"
"K06215","pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]"
"K06223","DNA adenine methylase [EC:2.1.1.72]"
"K06224","hedgehog"
"K06225","patched 1"
"K06226","smoothened"
"K06227","costal 2"
"K06228","fused [EC:2.7.11.1]"
"K06229","suppressor of fused"
"K06230","zinc finger protein GLI3"
"K06231","hedgehog interacting protein"
"K06232","growth arrest-specific 1"
"K06233","low density lipoprotein-related protein 2"
"K06236","collagen, type I, alpha"
"K06237","collagen, type IV, alpha"
"K06238","collagen, type VI, alpha"
"K06240","laminin, alpha 3/5"
"K06241","laminin, alpha 4"
"K06243","laminin, beta 2"
"K06244","laminin, beta 3"
"K06245","laminin, beta 4"
"K06246","laminin, gamma 2"
"K06247","laminin, gamma 3"
"K06248","chondroadherin"
"K06249","reelin [EC:3.4.21.-]"
"K06250","secreted phosphoprotein 1"
"K06251","vitronectin"
"K06252","tenascin"
"K06253","integrin binding sialoprotein"
"K06254","agrin"
"K06255","heparan sulfate proteoglycan 2 (perlecan)"
"K06256","CD44 antigen"
"K06257","syndecan 1"
"K06258","MFS transporter, VNT family, synaptic vesicle glycoprotein 2"
"K06259","CD36 antigen"
"K06260","platelet glycoprotein V"
"K06261","platelet glycoprotein Ib alpha chain"
"K06262","platelet glycoprotein Ib beta chain"
"K06263","platelet glycoprotein IX"
"K06264","platelet glycoprotein VI"
"K06265","dystroglycan 1"
"K06266","CD47 antigen (Rh-related antigen, integrin-associated signal transducer)"
"K06267","hyaluronan-mediated motility receptor"
"K06268","serine/threonine-protein phosphatase 2B regulatory subunit"
"K06269","serine/threonine-protein phosphatase PP1 catalytic subunit [EC:3.1.3.16]"
"K06270","protein phosphatase 1 regulatory subunit 12A"
"K06271","talin"
"K06272","integrin-linked kinase [EC:2.7.11.1]"
"K06273","zyxin"
"K06274","vasodilator-stimulated phosphoprotein"
"K06275","parvin"
"K06276","3-phosphoinositide dependent protein kinase-1 [EC:2.7.11.1]"
"K06277","Rap guanine nucleotide exchange factor 1"
"K06278","caveolin 1"
"K06279","SHC-transforming protein 1"
"K06281","hydrogenase large subunit [EC:1.12.99.6]"
"K06282","hydrogenase small subunit [EC:1.12.99.6]"
"K06347","kinase-associated protein B"
"K06352","phosphatase RapA inhibitor"
"K06353","phosphatase RapC regulator"
"K06354","phosphatase RapE regulator"
"K06355","phosphatase RapF regulator"
"K06356","phosphatase RapG regulator"
"K06358","phosphatase RapK regulator"
"K06359","response regulator aspartate phosphatase A (stage 0 sporulation protein L) [EC:3.1.-.-]"
"K06360","response regulator aspartate phosphatase B [EC:3.1.-.-]"
"K06361","response regulator aspartate phosphatase C [EC:3.1.-.-]"
"K06363","response regulator aspartate phosphatase E [EC:3.1.-.-]"
"K06364","response regulator aspartate phosphatase F [EC:3.1.-.-]"
"K06365","response regulator aspartate phosphatase G [EC:3.1.-.-]"
"K06366","response regulator aspartate phosphatase H [EC:3.1.-.-]"
"K06369","response regulator aspartate phosphatase K [EC:3.1.-.-]"
"K06375","stage 0 sporulation protein B (sporulation initiation phosphotransferase) [EC:2.7.-.-]"
"K06443","lycopene beta-cyclase [EC:5.5.1.19]"
"K06444","lycopene epsilon-cyclase [EC:5.5.1.18]"
"K06445","acyl-CoA dehydrogenase [EC:1.3.99.-]"
"K06446","acyl-CoA dehydrogenase [EC:1.3.99.-]"
"K06447","succinylglutamic semialdehyde dehydrogenase [EC:1.2.1.71]"
"K06448","T-cell surface glycoprotein CD1"
"K06449","T-cell surface glycoprotein CD2"
"K06450","T-cell surface glycoprotein CD3 delta chain"
"K06451","T-cell surface glycoprotein CD3 epsilon chain"
"K06452","T-cell surface glycoprotein CD3 gamma chain"
"K06453","CD3Z antigen, zeta polypeptide"
"K06454","T-cell surface glycoprotein CD4"
"K06455","T-cell surface glycoprotein CD5"
"K06456","T-cell surface glycoprotein CD6"
"K06457","T-cell surface glycoprotein CD7"
"K06458","T-cell surface glycoprotein CD8 alpha chain"
"K06459","T-cell surface glycoprotein CD8 beta chain"
"K06460","CD9 antigen"
"K06461","integrin alpha M"
"K06462","integrin alpha X"
"K06463","low affinity immunoglobulin gamma Fc receptor III"
"K06464","integrin beta 2"
"K06465","B-lymphocyte antigen CD19"
"K06466","B-lymphocyte antigen CD20"
"K06467","CD22 antigen"
"K06468","low affinity immunoglobulin epsilon Fc receptor"
"K06469","CD24 antigen"
"K06470","CD28 antigen"
"K06471","platelet/endothelial cell adhesion molecule"
"K06472","low affinity immunoglobulin gamma Fc receptor II-a"
"K06473","CD33 antigen"
"K06474","CD34 antigen"
"K06475","CD37 antigen"
"K06476","integrin alpha 2B"
"K06477","sialophorin"
"K06478","receptor-type tyrosine-protein phosphatase C [EC:3.1.3.48]"
"K06479","CD48 antigen"
"K06480","integrin alpha 1"
"K06481","integrin alpha 2"
"K06482","integrin alpha 3"
"K06483","integrin alpha 4"
"K06484","integrin alpha 5"
"K06485","integrin alpha 6"
"K06486","intercellular adhesion molecule 3"
"K06487","integrin alpha V"
"K06490","intercellular adhesion molecule 1"
"K06491","neural cell adhesion molecule"
"K06492","CD58 antigen"
"K06493","integrin beta 3"
"K06494","selectin, endothelial cell"
"K06495","selectin, lymphocyte"
"K06496","selectin, platele"
"K06497","CD63 antigen"
"K06498","high affinity immunoglobulin gamma Fc receptor I"
"K06501","CD68 antigen"
"K06503","transferrin receptor"
"K06504","CD72 antigen"
"K06505","CD74 antigen"
"K06506","CD79A antigen"
"K06507","CD79B antigen"
"K06508","CD81 antigen"
"K06509","CD82 antigen"
"K06512","leukocyte immunoglobulin-like receptor"
"K06513","CD89 antigen"
"K06514","Thy-1 cell surface antigen"
"K06515","solute carrier family 44 (choline transporter-like protein), member 1"
"K06516","killer cell lectin-like receptor subfamily D member 1"
"K06519","solute carrier family 3, member 2"
"K06520","CD99 antigen"
"K06521","semaphorin 4"
"K06523","intercellular adhesion molecule 2"
"K06524","integrin alpha E"
"K06525","integrin beta 4"
"K06527","vascular cell adhesion molecule 1"
"K06528","lysosomal-associated membrane protein 1/2"
"K06529","semaphorin 7"
"K06531","poliovirus receptor-related protein 2"
"K06532","prominin 1"
"K06533","cadherin 5, type 2, VE-cadherin"
"K06536","signaling lymphocytic activation molecule family member 1"
"K06538","cytotoxic T-lymphocyte-associated protein 4"
"K06539","poliovirus receptor"
"K06541","killer cell lectin-like receptor subfamily C"
"K06543","killer cell lectin-like receptor subfamily B"
"K06544","selectin P ligand"
"K06546","CD164 antigen"
"K06547","activated leukocyte cell adhesion molecule"
"K06548","sialoadhesin"
"K06550","L1 cell adhesion molecule"
"K06551","signal-regulatory protein alpha/beta1/gamma"
"K06557","protein C receptor, endothelial (EPCR)"
"K06558","macrophage scavenger receptor 1"
"K06560","mannose receptor, C type"
"K06562","lysosomal-associated membrane protein 3"
"K06563","CD209 antigen"
"K06564","insulin-like growth factor 2 receptor"
"K06567","CD226 antigen"
"K06571","tetraspanin-7"
"K06572","plexin C"
"K06573","solute carrier family 4 (anion exchanger), member 1"
"K06574","Duffy blood group glycoprotein"
"K06575","glycophorin A"
"K06576","glycophorin C"
"K06582","natural killer cell receptor 2B4"
"K06583","integrin alpha 7"
"K06584","integrin alpha 8"
"K06585","integrin alpha 9"
"K06586","integrin alpha 10"
"K06587","integrin alpha 11"
"K06588","integrin beta 5"
"K06589","integrin beta 6"
"K06590","integrin beta 7"
"K06591","integrin beta 8"
"K06592","poliovirus receptor-related protein 3"
"K06593","poliovirus receptor-related 4"
"K06594","integrin alpha D"
"K06596","chemosensory pili system protein ChpA (sensor histidine kinase/response regulator)"
"K06597","chemosensory pili system protein ChpB (putative protein-glutamate methylesterase)"
"K06598","chemosensory pili system protein ChpC"
"K06606","2-keto-myo-inositol isomerase [EC:5.3.99.11]"
"K06611","stachyose synthetase [EC:2.4.1.67]"
"K06617","raffinose synthase [EC:2.4.1.82]"
"K06618","retinoblastoma-associated protein"
"K06619","abelson tyrosine-protein kinase 1 [EC:2.7.10.2]"
"K06620","transcription factor E2F3"
"K06621","cyclin-dependent kinase inhibitor 2A"
"K06622","cyclin-dependent kinase inhibitor 2C"
"K06623","cyclin-dependent kinase inhibitor 2D"
"K06624","cyclin-dependent kinase inhibitor 1B"
"K06625","cyclin-dependent kinase inhibitor 1A"
"K06626","cyclin E"
"K06627","cyclin A"
"K06628","cell division control protein 45"
"K06629","activator of S phase kinase"
"K06630","14-3-3 protein epsilon"
"K06631","polo-like kinase 1 [EC:2.7.11.21]"
"K06632","wee1-like protein kinase [EC:2.7.11.1]"
"K06633","membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase [EC:2.7.11.1]"
"K06634","cyclin H"
"K06635","securin"
"K06636","structural maintenance of chromosome 1"
"K06637","mitotic checkpoint serine/threonine-protein kinase BUB1 beta [EC:2.7.11.1]"
"K06638","mitotic spindle assembly checkpoint protein MAD1"
"K06639","cell division cycle 14 [EC:3.1.3.16 3.1.3.48]"
"K06640","serine/threonine-protein kinase ATR [EC:2.7.11.1]"
"K06641","serine/threonine-protein kinase Chk2 [EC:2.7.11.1]"
"K06642","DNA-dependent protein kinase catalytic subunit [EC:2.7.11.1]"
"K06643","E3 ubiquitin-protein ligase Mdm2 [EC:2.3.2.27]"
"K06644","stratifin"
"K06645","M-phase inducer phosphatase 1 [EC:3.1.3.48]"
"K06646","G1/S-specific cyclin CLN3"
"K06647","transcription factor MBP1"
"K06648","regulatory protein SWI6"
"K06649","regulatory protein SWI4"
"K06650","G1/S-specific cyclin CLN2"
"K06651","S-phase entry cyclin 5/6"
"K06652","cyclin-dependent kinase inhibitor FAR1"
"K06653","CDK inhibitor PHO81"
"K06654","phosphate system cyclin PHO80"
"K06655","negative regulator of the PHO system [EC:2.7.11.22]"
"K06656","G1/S-specific cyclin PLC1"
"K06657","G1/S-specific cyclin PLC2"
"K06658","phosphate system positive regulatory protein PHO4"
"K06659","G2/mitotic-specific cyclin 3/4"
"K06660","cell cycle serine/threonine-protein kinase CDC5/MSD2 [EC:2.7.11.21]"
"K06661","DNA repair protein RAD9"
"K06662","cell cycle checkpoint protein"
"K06663","DNA damage checkpoint protein"
"K06664","peroxin-2"
"K06665","glucose repression mediator protein"
"K06666","glucose repression regulatory protein TUP1"
"K06668","serine/threonine-protein kinase GIN4 [EC:2.7.11.-]"
"K06669","structural maintenance of chromosome 3 (chondroitin sulfate proteoglycan 6)"
"K06670","cohesin complex subunit SCC1"
"K06671","cohesin complex subunit SA-1/2"
"K06672","cohesin loading factor subunit SCC2"
"K06673","cohesin loading factor subunit SCC4"
"K06674","structural maintenance of chromosome 2"
"K06675","structural maintenance of chromosome 4"
"K06676","condensin complex subunit 2"
"K06677","condensin complex subunit 1"
"K06678","condensin complex subunit 3"
"K06679","mitotic spindle assembly checkpoint protein MAD1"
"K06680","spindle assembly checkpoint component MAD3"
"K06681","Gdp/GTP exchange factor required for growth at low temperatures"
"K06682","Gtp-binding protein of the ras superfamily involved in termination of M-phase"
"K06683","cell division control protein CDC15 [EC:2.7.11.1]"
"K06684","cell cycle protein kinase DBF2 [EC:2.7.11.-]"
"K06685","MOB kinase activator 1"
"K06686","cell cycle protein kinase DBF20 [EC:2.7.11.-]"
"K06687","nucleolar protein involved in exit from mitosis"
"K06688","ubiquitin-conjugating enzyme E2 C [EC:2.3.2.23]"
"K06689","ubiquitin-conjugating enzyme E2 D [EC:2.3.2.23]"
"K06691","26S proteasome regulatory subunit N13"
"K06696","proteasome activator subunit 1 (PA28 alpha)"
"K06697","proteasome activator subunit 2 (PA28 beta)"
"K06698","proteasome activator subunit 3 (PA28 gamma)"
"K06699","proteasome activator subunit 4"
"K06700","proteasome inhibitor subunit 1 (PI31)"
"K06704","disintegrin and metalloproteinase domain-containing protein 10 [EC:3.4.24.81]"
"K06708","programmed cell death 1 ligand 2"
"K06710","inducible T-cell co-stimulator ligand"
"K06713","inducible T-cell co-stimulator"
"K06718","L-2,4-diaminobutyric acid acetyltransferase [EC:2.3.1.178]"
"K06720","L-ectoine synthase [EC:4.2.1.108]"
"K06724","neuropilin 1"
"K06726","D-ribose pyranase [EC:5.4.99.62]"
"K06728","killer cell lectin-like receptor subfamily K member 1"
"K06735","junctional adhesion molecule 2"
"K06736","cadherin 2, type 1, N-cadherin"
"K06741","natural cytotoxicity triggering receptor 1"
"K06742","natural cytotoxicity triggering receptor 2"
"K06743","natural cytotoxicity triggering receptor 3"
"K06744","programmed cell death protein 1"
"K06745","programmed cell death 1 ligand 1"
"K06746","immune costimulatory protein B7-H3"
"K06747","immune costimulatory protein B7-H4"
"K06751","major histocompatibility complex, class I"
"K06752","major histocompatibility complex, class II"
"K06753","roundabout, axon guidance receptor 1"
"K06754","roundabout, axon guidance receptor 2"
"K06755","roundabout, axon guidance receptor 3"
"K06756","neuronal cell adhesion molecule"
"K06757","neurofascin"
"K06759","contactin 1"
"K06760","contactin 2"
"K06765","deleted in colorectal carcinoma"
"K06766","neogenin"
"K06770","myelin protein zero"
"K06771","myelin associated glycoprotein"
"K06775","neuronal growth regulator 1"
"K06779","mucosal vascular addressin cell adhesion molecule 1"
"K06780","cell adhesion molecule 3"
"K06781","cell adhesion molecule 1"
"K06785","junctional adhesion molecule 3"
"K06786","junctional adhesion molecule 4"
"K06787","endothelial cell adhesion molecule"
"K06788","coxsackievirus and adenovirus receptor"
"K06793","versican core protein"
"K06796","cadherin 3, type 1, P-cadherin"
"K06797","cadherin 4, type 1, R-cadherin"
"K06809","cadherin 15, M-cadherin"
"K06815","glycosylation dependent cell adhesion molecule 1"
"K06816","golgi apparatus protein 1"
"K06820","plexin A"
"K06821","plexin B"
"K06823","collagen, type XVIII, alpha"
"K06827","connective tissue growth factor"
"K06838","slit 1"
"K06839","slit 2"
"K06840","semaphorin 3"
"K06841","semaphorin 5"
"K06842","semaphorin 6"
"K06843","netrin 1"
"K06844","netrin 3"
"K06845","netrin 4"
"K06850","slit 3"
"K06854","thrombopoietin"
"K06855","mitogen-activated protein kinase 4/6 [EC:2.7.11.24]"
"K06856","immunoglobulin heavy chain"
"K06857","tungstate transport system ATP-binding protein [EC:3.6.3.55]"
"K06858","vitamin B12 transport system substrate-binding protein"
"K06859","glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]"
"K06861","lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]"
